NodeType	NodeID	X_Location	Y_Location	Z_Location	isIndoor
UE1	496	   -179.16	   545.688	       1.5	         0
UE1	497	   160.289	   377.013	       1.5	         0
UE1	498	   518.817	  -165.961	       1.5	         0
UE1	499	  -16.8561	  -59.5128	       1.5	         0
UE1	500	  -147.957	  -504.876	       1.5	         0
UE1	501	   232.535	   85.0196	       1.5	         0
UE1	502	  -357.003	   195.494	       1.5	         0
UE1	503	  -173.355	  -158.842	       1.5	         0
UE1	504	   35.9351	   410.405	       1.5	         0
UE1	505	  -313.151	  -129.583	       1.5	         0
UE1	506	  -105.676	   49.1301	       1.5	         0
UE1	507	   97.5197	   22.5941	       1.5	         0
UE1	508	  -230.336	  -353.106	       1.5	         0
UE1	509	  -424.718	    362.71	       1.5	         0
UE1	510	   473.567	  -232.647	       1.5	         0
UE1	511	   187.381	   201.827	       1.5	         0
UE1	512	    151.11	   -287.54	       1.5	         0
UE1	513	  -57.6844	  -505.572	       1.5	         0
UE1	514	   99.2625	   368.737	       1.5	         0
UE1	515	   134.496	  -534.603	       1.5	         0
UE1	516	  -64.4017	   526.481	       1.5	         0
UE1	517	    393.06	    274.05	       1.5	         0
UE1	518	  -268.176	   407.567	       1.5	         0
UE1	519	   270.525	  -345.674	       1.5	         0
UE1	520	   58.9606	   368.417	       1.5	         0
UE1	521	   414.498	  -215.453	       1.5	         0
UE1	522	  -546.601	   144.294	       1.5	         0
UE1	523	  -77.6999	  -181.363	       1.5	         0
UE1	524	  -155.871	   6.07018	       1.5	         0
UE1	525	   353.172	     124.4	       1.5	         0
UE1	526	   208.823	  -133.866	       1.5	         0
UE1	527	  -293.671	  -398.606	       1.5	         0
UE1	528	  -356.069	  -3.86834	       1.5	         0
UE1	529	  -484.263	  -42.7571	       1.5	         0
UE1	530	   133.211	  -288.467	       1.5	         0
UE1	531	   -122.96	  -119.388	       1.5	         0
UE1	532	   292.013	   392.798	       1.5	         0
UE1	533	   70.4083	  -398.084	       1.5	         0
UE1	534	  -420.933	   183.689	       1.5	         0
UE1	535	     424.4	   198.419	       1.5	         0
UE1	536	   545.019	   183.457	       1.5	         0
UE1	537	  -163.118	   378.663	       1.5	         0
UE1	538	   437.508	  -132.325	       1.5	         0
UE1	539	  -147.757	    51.045	       1.5	         0
UE1	540	   -224.53	    -488.5	       1.5	         0
UE1	541	   533.845	  -58.3426	       1.5	         0
UE1	542	  -486.414	  -52.5629	       1.5	         0
UE1	543	  -369.168	    403.34	       1.5	         0
UE1	544	   17.1906	   160.063	       1.5	         0
UE1	545	  -87.3797	  -413.384	       1.5	         0
UE1	546	  -158.448	  -492.875	       1.5	         0
UE1	547	  -149.659	   -342.71	       1.5	         0
UE1	548	  -209.551	  -120.282	       1.5	         0
UE1	549	   163.962	  -212.576	       1.5	         0
UE1	550	   13.1087	   413.393	       1.5	         0
UE1	551	  -32.0604	   279.818	       1.5	         0
UE1	552	   241.244	   -448.41	       1.5	         0
UE1	553	     188.7	   490.253	       1.5	         0
UE1	554	  -383.439	   256.081	       1.5	         0
UE1	555	   139.674	  -98.4605	       1.5	         0
UE1	556	  -542.303	   -23.091	       1.5	         0
UE1	557	   85.5029	  -25.4529	       1.5	         0
UE1	558	  -260.051	  -198.868	       1.5	         0
